customer_message,agent_response,company
. Thanks for changing up my channel lineup in Sherwood AR and adding shopping channels in between each of my local channels.said no one! #nothappy,"Hi Michael. I apologize for any inconvenience caused by the change in your lineup, and I will be happy to provide your feedback to our leadership team. I also encourage you to provide your feedback through our Customer Feedback Form: - Noah",comcastcares
"Le livreur amazon qui me donne un colis qui n'est pas pour moi (mais qui est pour le voisin chez qui je mange ce soir, ça tombe nickel) (mais il s'en est rendu compte 5min après)",Comme quoi le hasard fait bien les choses 😊,AmazonHelp
Had a loyalty credit for years with Sprint.I guess i am no longer loyal because they took it away?!? Feels bad!,"If you upgraded your line or changed plans, the discount may have been removed. If you upgrade, you need to revalidate eligibility. Please visit - JM",sprintcare
Can't buy anything on amazon India my accounts keeps getting blocked. I'm sick of this. Can't do any shopping. Need help and I need an account for support. Very bored about it.,"I get your concern, Duarte. A correspondence from our account specialists team would be sent to your registered email address, kindly check and reply.",AmazonHelp
"WHY CAN'T AMEX ADD? I use MyTags feature. It worked great, now broken. Double Counts. Called AMEX, No Fix, only excuses.",Have you spoken to our Digital Assist team at: 1800-297-7500;,AskAmex
AmeriDeals on the App Store would be too dope,"Hi, Thanks for reaching out. We appreciate and will share your feedback.",BofA_Help
Was able to test on 2 devices on 2 networks. 11 ms latency and still buffering issues. I'm tired of unplugging for X amount of minutes a day,Apologies for the trouble! We'll share your input while we work to continually improve our services (,hulu_support
わぁwありがとうございまーす。お世話になってまーす(´⊙ω⊙`),こちらこそ、いつもご愛顧いただきありがとうございますm(*-ω-)m これからも末永くご贔屓に… RI,AmazonHelp
am I able to return a toy that's been removed from the box?,"We're happy to help, Julie! When you have a chance, checkout available return options here:",AmazonHelp
"my till was suspended for one month,it was to be opened on sept 14th but it is past the date supposed please help","Hi, please share the Agent no., Agent ID and ID number",Safaricom_Care
Your COD WW2 is a fucking shit. It's impossible to play when you shot many times and you're getting killed with one shot. Are you kidding me? #wepayforplay #fixit #codbug #coderrors,"Hi there, please feel free to share your feedback and suggestions here -",ATVIAssist
"my phone is suuuper slow lately, wtf :-(","We can help with iPhone performance. Do you know what version of the iOS is on the device? Also, are you seeing this issue with any specific apps or usage? Do you do anything to restore function?",AppleSupport
This happens A lot can’t get out of settings search loop,We'd love to help. Let's start with this:,AppleSupport
i need help me & my friend are trying to gameshare & he already deactivated his account but it will not let me activate his,"Game sharing is actually a violation of our Terms of Use and User Agreements, in which we cannot assist you.",AskPlayStation
I only wanted one thing for Black Friday and I didn't even have to go to the store to get it thanks to the wonderful invention that is :D,"Glad to be of service, Ivan! We hope you enjoy your purchase! 😊",AmazonHelp
Virgin mobile better call me today,Please send us a private message that includes your phone number so we can assist you.,VMUcare
Hey I updated my app and lost my training plan. Don’t want to start all over - how can I get my plan back? This is infuriating.,"We're here for you, Damilola. Just to clarify, are you using the NRC or NTC app?",NikeSupport
With every version of ios11 i have sudden and automatic reboot of My iPhone 6s how i can solve? I have to wait for the new version?,We'll be glad to help with that too. Which version of iOS are you running? Check out this link for help:,AppleSupport
"Ok thanks, I'll just have to leave it as 20th is a little too early. Looks like I'll be going out and doing the shopping which should be fun.","No worries Joe, I understand, I apologise for the inconvenience caused and if you need anything else, let us know. - Rob",Tesco
What is the bag size restrictions LxWxH for im-cabin?,You should find the information you need here:,British_Airways
"kuna vile credo ya 50 alafu nmescratch 4 digits za mwisho zikapotea, pliz saidia Serial no 8__credit_card__ tel 0720030660","Tume kuwekea kadi Amos, tafathali angalia baki lako",Safaricom_Care
Could you clarify the policy on driver cancellations first? Otherwise there's little point in me engaging.,Hi there! Please visit; for more info. about cancellation.,Uber_Support
hi! Can we have my battery health on my iPhone 6 checked?,We are here to help. DM us your iOS version and we can take a look at this for you.,AppleSupport
Yet nobody respond. What is the status? Can you update me? Really your customer support service is very bad.,Happy to clarify. We see our team has responded to your support inquiry. Please connect with us there if you have any other questions.,Uber_Support
Really great that doesn't care that companies are selling fake products to customers through them. They used to have great service.,That's not what we want to hear! Have you had a chance to report the fake product to us by phone or chat?,AmazonHelp
NO! that is downgrade! Now I am in the back of the plane! No plugs!Only thing better than row 19 is 18 or C+ 2-seats together near window.,"Sure, I was not moving you to that back which is row 42. I will keep it as it is. My apologies for the changes. *HRO",Delta
Who else is network messing up right now? Mine is over a month after several complaints. Can't do anything reasonable online.,"Hello Fabian, may we know the exact issue being experienced at your location to offer you assistance? TT",GloCare
what is the presale code for the concert in ATX,Hey! Pre-sale codes are being sent out by email to some of Foo Fighters biggest fans on Spotify. Hopefully you're one of them /SJ,SpotifyCares
"We need the sprint Wego app on iPhone updated to work with iOS 11. I can’t use the app anymore, thanks","Hey Andy, thanks for reaching out to us. Please contact Apple for further information. -RW",sprintcare
"iOS latest update makes iPhone 6 unstable, apps crash, phone freezes, battery dies quickly! Please address issues soon!","We’re here to look into this with you. To begin, which iOS 11 version are you using?",AppleSupport
The app is still there. But no longer able to control it from the lockscreen.,"Just to confirm, this is only happening with Spotify, correct?",AppleSupport
I’m so sick of my wifi and my cable going out 🤬 fix your bullshit,Hello. I apologize for the service interruption and I would like to check on this for you. Please send the phone number associated with your account in a DM for further assistance. -AZ,Ask_Spectrum
if you are going to charge people £20 upgrades to 1st 4 the wifi you can at least make sure it works #refund,Is it connecting or speeds that's the issue,VirginTrains
"(pt 2) Put I had to go to the store, take an hour + off of work, and more. was a pain. Home depot staff felt the same way.","We understand your frustrations. To confirm, everything got taken care of?",AsurionCares
Hi Is your 'Search Engine Visibility' plugin gone for good? I mean it's activated but don't see anything.,"Hi, I just replied to your DM.",GoDaddyHelp
